,Unnamed: 0,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1295,Passionate photographer. ,within a few hours,100%,100%,f,https://a0.muscache.com/im/users/34733512/profile_pic/1437922753/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/34733512/profile_pic/1437922753/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Sa Riera, Catalunya, Spain",Begur,,41.97247,3.20558,,Entire home/apt,13,,4 baths,6.0,9.0,"[""Carbon monoxide alarm"", ""Free parking on premises"", ""Stainless steel oven"", ""Pack ’n play/Travel crib"", ""Refrigerator"", ""Shampoo"", ""Microwave"", ""Baby bath"", ""Private entrance"", ""Free street parking"", ""Gas stove"", ""Pets allowed"", ""Hangers"", ""Children’s books and toys"", ""Coffee maker: Nespresso"", ""Dishes and silverware"", ""Sea view"", ""Bed linens"", ""Heating"", ""Backyard"", ""Smoke alarm"", ""Private patio or balcony"", ""Washer"", ""High chair"", ""Private pool"", ""Ocean view"", ""Hot water"", ""Indoor fireplace"", ""Beach access"", ""Crib"", ""Hair dryer"", ""Kitchen"", ""Iron"", ""Freezer"", ""Dishwasher"", ""Dryer"", ""BBQ grill"", ""Single level home"", ""Smoking allowed"", ""Essentials"", ""Ceiling fan"", ""HDTV with Chromecast, standard cable"", ""Wifi"", ""Bose sound system with aux""]",$315.00,7,60,7,7.0,60.0,60.0,7,60,,t,0,0.0,9.0,206,45017.0,23.0,3.0,0.0,27/12/15,17/09/22,4.83,4.91,4.91,4.87,4.91,4.87,4.65,HUTG000237,,1,1.0,0.0,0.0,0.26,,,,,,,,,,,,,,,
