,Unnamed: 0,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6779,,within an hour,100%,100%,t,https://a0.muscache.com/im/users/4274771/profile_pic/1376106521/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4274771/profile_pic/1376106521/original.jpg?aki_policy=profile_x_medium,Coyoacán,1,5,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,,19.35771,-99.15667,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Smoke alarm"", ""Free street parking"", ""Single level home"", ""Long term stays allowed"", ""HDTV with Netflix"", ""Garden view"", ""Security cameras on property"", ""Electric stove"", ""Dedicated workspace"", ""Essentials"", ""Oven"", ""Iron"", ""Hot water"", ""Outdoor furniture"", ""Hair dryer"", ""Cooking basics"", ""Shower gel"", ""Refrigerator"", ""Lockbox"", ""Free dryer \u2013 In building"", ""Hangers"", ""Shared hot tub"", ""Kitchen"", ""Self check-in"", ""Books and reading material"", ""Bed linens"", ""Coffee maker"", ""Private patio or balcony"", ""Wifi"", ""Free washer \u2013 In building"", ""Dishes and silverware"", ""Shared backyard \u2013 Fully fenced"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Shampoo""]",$908.00,3,1125,3,3.0,1125.0,1125.0,3,1125,,t,5,14.0,14.0,99,45015.0,54.0,19.0,1.0,13/06/19,05/03/23,4.94,4.93,4.94,4.94,4.96,4.98,4.93,,f,1,1.0,0.0,0.0,1.17,,,,,,,,,,,,,,,
